id,name,name_en,img_src,evaluation,looks,smell,taste,throat,total,style,ABV,IBU,brewery,description,brewery_id,style_id
45,ファー イースト トウキョウ ブロンド エクスポート,FAR YEAST TOKYO BLONDE EXPORT,http://www.beer365.net/cache/3880f3670259a9fea554a07a53433cb6.jpg,3.03,4,4.5,4.5,4,4,ドルトムンダー・エクスポート(ラガー),5.50%,,日本クラフトビール株式会社(東京都),"現在国内で流通している「Far Yeast Tokyo Blonde」、「Far Yeast Tokyo White」は冷蔵保管の必要性や賞味期限の観点で、輸出に際して困難を抱えていました。今回のExport版は「Far Yeast」の魅力はそのままに、それらの点をクリアすることにより実現しました。「Far Yeast Tokyo Blonde ? Export」の醸造は、海外市場における日本のクラフトビールの先駆者である「常陸野ネスト」の製造元、木内酒造合資会社に委託して行います。まずは「Far Yeast Tokyo Blonde」のExport版から着手し、今後「Far Yeast Tokyo White」などのExport版も検討していく予定です。

「Far Yeast」は醸造ごとにレシピを調整し、味を進化させているのが特徴のひとつです。Export版はこれまでのレシピのよい点を組み合わせたExport版レシピで醸造します。まず香港、台湾、韓国などアジア諸国から販売を開始し、順次輸出先を増やしていく予定です。また、国内の飲食店・小売店鋪でも販売を予定しています。

日本クラフトビール株式会社では、今後も海外に向けて日本のクラフトビールを発信し続け、より多くのお客さまに上質な価値と、ビールの多様性・豊かさを提供できるよう努めて参ります。",149,10
46,雷電カンヌキIPA,,http://www.beer365.net/cache/e729b99d6a92af0fd84ed65da13d319c.jpg,3.03,4,4.5,4.5,4,4,IPA・インディアペール(エール),6.00%,,OH!LA!HO BEER ビール工場(長野県),"情報がありません。
情報提供のご協力をお願い致します。",278,18
47,海軍さんの麦酒 呉吟醸,KAIGUNSAN NO BAKSYU KURE GINJYO,http://www.beer365.net/cache/f43b76953dcf1f989e2195afb0a91f80.jpg,3.01,3.5,4,4.5,3.5,4.5,スペシャルティー・その他,,,呉ビール株式会社(広島県),"広島吟醸酵母で仕込みました。麦芽のコクとフルーティーな吟醸香を楽しめるビールです。
2012、2013年　インターナショナル・ビアカップ　金賞
2013年　ジャパン・アジア・ビアカップ　銀賞",190,50
48,ベアード ホップ ハボック IPA,BAIRD HOP HAVOC IPA,http://www.beer365.net/cache/c03912a3ba9bedae46981270847826c0.png,3.01,4.5,4.5,4.5,3.5,4,IPA・インディアペール(エール),6.50%,80,BAIRD BREWING(静岡県),"ホップのフレーバー、アロマ、苦み、
全てが主張していながら、調和も取れている。
フルーツやハーブ、スパイスなどの個性が複雑に混在している。
(オフィシャルサイトより)",222,18
49,北海道麦酒 フルーツブルーイング みかんエール,HOKKAIDO BAKUSHU FRUITS BREWING MIKAN ALE,http://www.beer365.net/cache/2969fda23dad519572b21fd0beb53cc0.jpg,3,3.2,3.5,4.2,3.8,4,フルーツ・ベジタブル(ハイブリッド),5%,,北海道麦酒醸造株式会社　小樽麦酒(北海道),ローソン限定のフルーツビールシリーズ。,319,48
50,ヤッホー 東京ブラック,YO-HO TOKYO BLACK,http://www.beer365.net/cache/44f774a6e446715cf87ec6df04dbc597.jpg,3,4,4,4,3,4.2,ポーター(エール),5%,62,ヤッホーブルーイング(長野県),"苦いイメージが強い黒ビールですが、東京ブラックは、滑らかな口当たりとほのかに感じられるモルトの甘味のおかげで、飲んだ後の印象がとても穏やかなのが特徴です。
本場イギリスで飲むような、新鮮で濃厚な黒ビールをぜひお愉しみください。
2012-2014年　モンドセレクション　最高金賞
2010年　インターナショナル・ビア・コンペティション　ロブスト・ポーター部門　金賞",280,42
51,ブルックリン ラガー,BROOKLYN LAGER,http://www.beer365.net/cache/201f5aa377ad8e1773f5ea35bb8dcc3c.png,3,5,4,4.5,3,4.5,アンバー・レッド(ラガー),5.20%,33,BROOKLYN BREWERY,しっかりとしたモルトの味わいを軸に、爽やかな苦味とフローラルなホップスが香る。ドライホッピング製法を使用することで、ビールにさらなるフローラルな風味を加え、味わい深いビールを実現している。,42,3
52,伊勢角屋 ヒメ ホワイト,ISE KADOYA HIME WHITE,http://www.beer365.net/cache/6a59adfd7e7b3867b5502e953c0a56e5.jpg,3,3.2,3,4,3.7,3.7,ベルジャンホワイト・ウィート・ヴィット(エール),5%,,伊勢角屋麦酒(三重県),"弊社社長が伊勢市内で採取した天然酵母を使った社長スペシャル第１弾「インペリアル・ウィートエール」が登場したのは2009年。この天然酵母から、さらにビールに向いた酵母を選び出しました。
選ばれた天然酵母は、スパイシーなエステル香が特徴でした。この特徴を活かすため、数あるビア・スタイルの中から、ベルギースタイルのホワイトエールを選択いたしました。小麦麦芽からの少し白濁した色、かすかな酸味、コリアンダーやオレンジピールなどのスパイスで風味づけされたものが一般的なホワイトエールです。
「ヒメホワイト」は、オレンジピールのかわりに柚子の皮を使い、天然酵母の香りを引き立てる優しい和のスパイス感をもった、伊勢のホワイトエールを目指しました。

少しクセのあるコリアンダーの使用量は控えめにすることで、天然酵母からのスパイシーな
香りと、宮川村無農薬柚子の皮が出す爽やかな香りが引き立つようにいたしました。

また、一般的なホワイトエールに比べて小麦麦芽の使用比率を抑え、特有の味わいを軽快にした飲み口にし、控えめな苦みと相まって飲みやすく仕上げております。",216,40
53,こぶし花 IPA,KOBUSHI HANA IPA,http://www.beer365.net/cache/7eef93324301a3fa5c74fc34f7971c32.jpg,2.96,4.2,4,3.8,4,4,IPA・インディアペール(エール),6.50%,32,羽生ブルワリー(埼玉県),大航海時代、海を越えて世界各地に運ばれた英国のエールビール。中でも喜望峰を廻ってアジアへ運ばれるビールは、灼熱の赤道直下を大西洋・インド洋と二度越える必要がありました。そんな過酷な環境にも耐える、高いアルコール分と引き締まった苦味を与えられたタフなビール、それがＩＰＡ（インディア・ペールエール）です。ナッツやスモーク、肉料理や各種のパンともよく合う、エール通にお奨めのプレミアム・エールです。,251,18
54,南信州 アップルホップ,MINAMI SHINSYU APPLE HOP,http://www.beer365.net/cache/2628ef9c722e89e22bfa6aa13d4ca148.jpg,2.94,4,4,4.5,4,4,フルーツ・ベジタブル(ハイブリッド),6.50%,,南信州ビール株式会社(長野県),南信州産のりんごを飾らずに絞った、発泡酒です。美味しさと果実にこだわって、つくりあげました。信州という風土が生み出したりんごを素材に、独自のレシピを書き上げ、りんごに最適な麦芽とホップを厳選。素材がハーモニーを奏で、コクがあるのに爽やかさを感じる贅沢なおいしさです。,281,48
55,常陸野 ネスト ニッポニア,HITACHINO NIPPONIA,http://www.beer365.net/cache/8f8aaeace212c67d636946ad319435a2.jpg,2.94,3.5,4,4.5,4,4,ダブル・インペリアルピルスナー(ラガー),6.50%,,木内酒造(茨城県),日本で開発されたビール麦の原種「金子ゴールデン」。そして同じく日本で育種されていたホップ「ソラチエース」。この二つの日本オリジナルの材料から醸造しました。柑橘系フレーバー。黄金色の輝き、深い味わい。,269,7
56,HELIOS シークヮーサーホワイトエール,HELIOS SHEEQUARSAR WHITE ALE,http://www.beer365.net/cache/ef0aae7f9cc6df6c61da3945f6b293b6.jpg,2.94,3.5,4,4.5,4,4,フルーツ・ベジタブル(ハイブリッド),5%,,ヘリオス酒造株式会社 (沖縄県),小麦麦芽を使用した爽やかなホワイトエールと沖縄産シークヮーサーの絶妙なハーモニーをお楽しみください!,171,48
57,サントリー クラフトセレクト メルツェン,SUNTORY CRAFT SELECT MARZEN,http://www.beer365.net/cache/4a37789787270e77a3042da040620a2d.png,2.93,3.8,3.8,3.8,4.2,4,メルツェン・オクトーバーフェスト(ラガー),5.50%,,サントリービール株式会社(大阪府),"香ばしい麦の香りが特長のカラメル麦芽を一部使用するとともに“贅沢長期熟成製法※2”を採用することで、まろやかな麦の味わいを実現。またアロマホップ100％使用により心地よい余韻の後口に仕上げています。
(オフィシャルサイトより)",126,17
58,丹後王国 ロンドンエール,TANGO OUKOKU LONDON ALE,http://www.beer365.net/cache/5c4fc5e2295ee0f18cb615166de6e576.jpg,2.93,4.5,5,4,3.5,4,ペール・ビター(エール),5%,,丹後王国「食のみやこ」(京都府),"ロンドンエールの味の特徴は
爽やかな苦みとフルーティな香りです。

コクも程よく感じられ、アンバーエールよりも苦みが収まり、
より爽やかな味になっています。",194,41
59,コナ ビッグ ウェーブ ゴールデンエール,KONA BIG WAVE GOLDEN ALE,http://www.beer365.net/cache/924ff1a483a4f537546ef2368a1433dc.png,2.91,3.8,4.8,3.2,4.8,3.8,ブロンド・ゴールデン(エール),5%,,KONA BREWING COMPANY,華やかな香りとフルーディーで爽やかな味わい。苦味も控えめで非常に飲みやすいビール。,131,39
60,ストーン ゴー トュー IPA,STONE GO TO IPA,http://www.beer365.net/cache/0f4b6169ce17f89cd06745d5aa249df5.png,2.91,4,4,4,4.5,4.5,IPA・インディアペール(エール),4.50%,65,STONE BREWING CO.,"パワフルなホップのアロマとスッキリ爽やかな飲み口のセッションIPAのセッションIPA
(輸入元: ナガノトレーディングより)",140,18
61,ベアード キリン2号 実験的ホップエール,BAIRD KIRIN #2 EXPERIMENTAL HOP ALE,http://www.beer365.net/cache/456d6be682f025aff1c05f99672fbf62.png,2.91,4,4,4,4.5,4.5,ペール・ビター(エール),6%,35,BAIRD BREWING(静岡県),"キリン2号とは、キリンビールが実験的に開発している国産のホップの種類。
幸いにもキリンスプリングバレーから少し提供いただいたので、 試しに使ってみることにした。
その結果、刺激的でフルーティなストロングペールエールだが、丸みやソフトさ、バランスも持ち合わせたおいしいビールに仕上がった。
(オフィシャルサイトより)",222,41
62,コナ ロングボード アイランド ラガー,KONA LONGBOARD ISLAND LAGER,http://www.beer365.net/cache/a4060612e18939c98703f2a3bc113f58.png,2.89,3.3,3,3.8,3.7,3.3,ペール・クリーム(ラガー),4.60%,18,KONA BREWING COMPANY,"非常に爽やかな飲み口のラガービール。
モルトのほんのりとした甘味が特徴的で、最後にピリッとしたスパイスの効いたホップスによりさっぱりと飲めるビールである。",131,14
63,ゴールワーズ ブロンド,GAULOISE BLOND,http://www.beer365.net/cache/c404530ef60e83aa57712303ac2c6cb0.jpg,2.89,4.5,4,4,4,4.5,ペール・ビター(エール),6.30%,,ブラッスリー デュ ボック,"ゴールワーズは醸造所の創業者、マーティン・ベロット氏により1858に初めて醸造されました。マイルドでフルーティーな風味とほのかなホップの苦味が絶妙で、上質でクリーミーな口当りとドライな喉ごしか特徴です。
(輸入元: 小西酒造株式会社より)",12,41
64,富士桜高原 ラオホ,FUJIZAKURA KOGEN RAUCH,http://www.beer365.net/cache/6f9f8619f20e858d7a4a010d55873021.jpg,2.87,4,4.5,4,3.5,4,スモーク・ラオホ(ハイブリッド),5.50%,,富士桜高原麦酒 (山梨県),"ドイツ・バンベルグ特産のビールです。
ラオホとは“燻煙”という意味です。麦芽を乾燥させる時にスモークしますので、独特の味と香りが楽しめます。
ウイスキーなら“バーボン”、焼酎なら“芋焼酎”、ビールなら“ラオホ”といわゆる癖になるビールです。
World Beer Awards　World`s Best Smoked Beer, Asia`s Best Smoked Beer
ワールド・ビア・カップ　 Smoke Beer　金、銀賞
アジア・ビアカップ　銀、銅賞
ジャパン・アジア・ビアカップ　金、銀、銅賞
ジャパン・ビアカップ　スモーク/酒イーストビール　金、銀、銅賞
インターナショナル・ビアカップ　スモーク/酒イーストビール　銅賞
インターナショナル・ビア・コンペティション　スモークビール　金、銀、銅賞
ジャパン・クラフト・ビアセレクション　金、プラチナ賞
2000年　ジャパン・ビアグランプリ　銀賞",235,46
