id,name,img_src,address,tel,web,description
43,BELLE-VUE BREWERY (INBEV),http://www.beer365.net/cache/23a66469e8597d6b61994517265db216.jpg,ベルギー Bergensesteenweg 144 Sint-Pieters-Leeuw,,http://www.bellevuebrewing.com/,ベルビューブルワリーは、1913年フィレモン・ヴァンデンストック氏が創業したブリュッセル(ベルギー)にあるブルワリー。現在は、アンハイザーブッシュ・インベヴに買収され傘下企業の一つとなっている。
44,BALI HAI BREWERY,http://www.beer365.net/cache/7e2b5b79e2b4c2ddfd587cd9db9cebce.jpg,"インドネシア Jl. Laksamana RE Martadinata, Ruko Permata Ancol Blok F No.6, Daerah Khusus Ibukota Jakarta",+62-21-6456260,http://balihaibeer.com/,"1975年から醸造を開始、創業当初は大手のサンミゲルビール、アサヒビールやレーベンブロイのビールなどを委託契約の元、醸造。
現在は、自社ブランドの醸造を行っている。"
45,BOSTON BEER COMPANY,http://www.beer365.net/cache/e35a36d63b606f29535999e4dca477d3.jpg,"アメリカ合衆国 30 Germania St. Boston, Massachusetts",+1-617-482-1332,http://www.samueladams.com/,"1984年創業のアメリカクラフトビールブルワリーの先駆者。
クラフトビールブルワリーとしては、アメリカで最大手でさらに製造量もNo.1。
看板ビールが「サミュエル・アダムス」。"
46,BUTCHERS BREWING,http://www.beer365.net/cache/07baa8bb74ba73a4524a3c412709c58d.png,"アメリカ合衆国 9962 Prospect Ave. Ste E Santee, California",+1-619-334-2222,http://www.butchersbrewing.com/,"ブッチャーズブルーイングは、美味しい肉とビールへの愛情からスタートしたブルワリーです。オーナーであるレイ・ナイトさんは、元々ホームブルーイング(家でビールを個人的に醸造すること)からビールの醸造を始め、数々のビール工房を使用して美味しいビールを追求してきました。さらに本業である牛肉の加工から得た熟成の知識を活かし、より味わい深いビールを追求してきました。
現在は、ホームブルーイングで得た経験を元に、南カリフォルニアで名を広げている。"
47,HYAPPA BREWS,http://www.beer365.net/cache/93f49ac4f0ddf1e9e3482fcfc81cecab.jpg,日本 愛知県蒲郡市西浦町20-1,,https://www.facebook.com/pages/HYAPPA-BREWS/845613628795899?sk=timeline,"2013年に愛知県蒲郡市でスタートした、小さな醸造所。「100% LOVE IN EVERY DROP」を合言葉に、作り手全員が心を込めて製造しています。
(オフィシャルFacebookより)"
48,SEVEN BRIDES BREWING COMPANY,http://www.beer365.net/cache/0a6942c17fc8f510446611a324d3803a.png,"アメリカ合衆国 1303 Main St. Silverton, Oregon",+1-503-779-6009,http://www.sevenbridesbrewing.com/index.php,"ポートランドの南、セイラムにほど近いまるで西部劇のような街なみ。この街で初のマイクロブルワリーとして誕生したセブンブライズ。メリハリのあるしっかりしたキャラクターを持つビールを打ち出している。
ホップの産地ならではの贅沢なホップ使いによるIPA系ビールは人気。
(輸入元: 有限会社ファーマーズ)"
49,TWO KILTS BREWING COMPANY,http://www.beer365.net/cache/b1c9a782a5137010e4f813687a84a536.jpg,"アメリカ合衆国 14841 SW Tualatin Sherwood Road Suite 501 Sherwood, Oregon",+1-503-625-1700,http://twokiltsbrewing.com/,"ツーキルトはスコットランドからポートランドに移り住んだ二人のブルワーが立ち上げたブルワリーです。今回の入荷は大変少ないもので一部の方に紹介しただけですが、まだわずかながら在庫があります。
ビールはクリアで飲みやすい印象のものが多く、ポートランドにいながらもヨーロッパのつくりを意識しています。
ビールのスタイルは、スコティッシュエールからベルジャン、IPA、カルフォルニアコモンなど多種多様。
(輸入元: 有限会社ファーマーズ)"
50,MAZAMA BREWING COMPANY,http://www.beer365.net/cache/933aa58dbac4484e57bf8319892ec903.jpg,"アメリカ合衆国 33930A Eastgate Circle Corvallis, Oregon",+1-541-230-1810,http://www.mazamabrewing.com/,"コーバリスはポートランド市から車で２時間ほど南へ行ったところ。ウィラメット川の西方、ウィラメット渓谷の中程に位置し、カスケード山脈や太平洋にも近く、素晴らしい自然環境に恵まれた、オレゴン州立大学がある落ち着いたたたずまいの街です。
オーナー二人が追及したのは、ベルジャンスタイル。本場ベルギーとオレゴンのホップの融合によりノースウエストスタイルべルジャンを確立するか！？ドリンカビリティを兼ね備えたバランス良いビールを作る。また、樽熟成やサワーエールの醸造や、フルーツを積極的に使用したり、IPAに頼らない今後新しい波になるであろうスタイルへの研究にも余念がない。次世代のビールの旗手となるか！マザマブルーイング。
(輸入元: 有限会社ファーマーズ)"
51,LAURELWOOD PUBLIC HOUSE & BREWERY,http://www.beer365.net/cache/20714bdbd1189484deedf8c0f769a884.png,"アメリカ合衆国 5115 NE Sandy Portland, Oregon",+1-503-282-0622,http://www.laurelwoodbrewpub.com/,"2003年World Beer Cupで小規模醸造所部門のブルーパブとブルーマスターのチャンピオンを獲得してから、着実に成功の道を歩み続けている醸造所。
Workhorse IPA が2009年the National IPA Challenge Championship にて
アメリカ国内のベストIPAに選ばれ、さらに名前は広く知られるように。その後も数々の大会で受賞し、品質の高さを維持し続けながら、アメリカ国内で5番目の生産量を生み出すまで成長を遂げたポートランドのシンデレラブルワリーです。歴史と革新を併せ持つポートランド屈指のブルワリー。
(輸入元: 有限会社ファーマーズ)"
52,GILGAMESH BREWING,http://www.beer365.net/cache/f71821e8c209199c5d2e2afb07ff8ee5.png,"アメリカ合衆国 2065 Madrona Ave SE Salem, Oregon",+1-503-584-1789,http://www.gilgameshbrewing.com/,"ポートランドから南に一時間ほどセーラムにあるブルワリー。
地元愛の強いギルガメッシュブルーイングは、ホップをはじめ、地元産のものとビールを結びつけている。
個性派ビールを出し続けている彼ら。今後は３５５ｍｌ缶も日本で販売を開始。独創的なレシピでアメリカでもシェアを急成長させている。そのままの勢いで日本でも多くの方に飲んでもらえることを期待します。独自のフィルターを使い効率的にエッセンスを取れるので、ろ過をしてクリアーなビールに仕上げつつも、ボディーや味の奥行があるのが特徴。水の使用量を抑えたり、廃棄物量も減らし環境に優しいブルワリーとしても一目置かれる。
(輸入元: 有限会社ファーマーズ)"
53,COLOMBIA RIVER BREWING,http://www.beer365.net/cache/21429dfaf1a71a20b49e2e0eeac82883.png,"アメリカ合衆国 1728 NE 40th Avenue Portland, Oregon",+1-503-943-6157,http://www.columbiariverbrewpub.com/,"枯れずのビアが輸入開始した一番最初の記念すべきブルワリー。少しは名前も知られてきたのか？そうであると嬉しいのですが・・・。ビールを造るのはたった一人の頑固おやじ。強いこだわりを持ったブルワリーで、しっかりビジネスも見据えてビール造りをしている。2012年にはワールドビアカップと、グレートアメリカンビアフェスティバルにてSTUMBLER　STOUTが、ともに銀賞受賞。上品なホップの香りと、軽快な苦みでバランスのとれたビールを作りだす。現在日本でも人気急上昇中！
(輸入元: 有限会社ファーマーズ)"
54,COMMONS BREWERY,http://www.beer365.net/cache/a398faf2d967505ae6b4b28b6504b6af.jpg,"アメリカ合衆国 630 SE Belmont Street Portland, Oregon",+1-503-482-9081,http://www.commonsbrewery.com/,"今年春に工場を移転。こだわりのブルワリーは更なる上質なビールを生み出すと同時に少しづつ生産量を上げている。日本に樽が来る日も近い？？ホップだけに頼らずビールのキャラクターを作りあげることをブルワリーの信条。決して何かのキャラクターが突出することのないバランスを追いつつける。スタートからまだ１０年も経っていないブルワリーながら、ビアコンペでの受賞歴は多数。その実力がうかがえる。日本でもすでに知る人ぞ知る存在となっている。
(輸入元: 有限会社ファーマーズ)"
